01.01.2020,151.85006713867188
08.01.2020,156.23463439941406
15.01.2020,160.44570922851562
22.01.2020,159.4435272216797
29.01.2020,173.57044982910156
05.02.2020,177.73341369628906
12.02.2020,180.42193603515625
19.02.2020,161.95864868164062
26.02.2020,158.9611053466797
04.03.2020,155.49217224121094
11.03.2020,141.62620544433594
18.03.2020,143.3364715576172
25.03.2020,152.3904571533203
01.04.2020,157.97549438476562
08.04.2020,167.8411102294922
15.04.2020,162.15945434570312
22.04.2020,164.0823211669922
29.04.2020,174.66294860839844
06.05.2020,176.3539581298828
13.05.2020,177.43617248535156
20.05.2020,175.4456329345703
27.05.2020,179.1705780029297
03.06.2020,183.9088134765625
10.06.2020,187.5618133544922
17.06.2020,195.64295959472656
24.06.2020,197.1932830810547
01.07.2020,201.78616333007812
08.07.2020,201.883056640625
15.07.2020,202.27066040039062
22.07.2020,195.74954223632812
29.07.2020,206.66970825195312
05.08.2020,197.0673065185547
12.08.2020,204.92559814453125
19.08.2020,209.7510223388672
26.08.2020,220.74813842773438
02.09.2020,196.84434509277344
09.09.2020,202.78875732421875
16.09.2020,201.46775817871094
23.09.2020,201.31234741210938
30.09.2020,200.00108337402344
07.10.2020,216.46469116210938
14.10.2020,208.49029541015625
21.10.2020,207.13047790527344
28.10.2020,200.5061798095703
04.11.2020,204.95469665527344
11.11.2020,208.30572509765625
18.11.2020,207.72296142578125
25.11.2020,210.55532836914062
02.12.2020,210.3605499267578
09.12.2020,208.52972412109375
16.12.2020,218.0831756591797
23.12.2020,218.28762817382812
30.12.2020,212.20114135742188
06.01.2021,209.3087921142578
13.01.2021,210.779296875
20.01.2021,226.2537384033203
27.01.2021,233.2459259033203
03.02.2021,237.39451599121094
10.02.2021,237.32635498046875
17.02.2021,227.16912841796875
24.02.2021,228.2779998779297
03.03.2021,228.19015502929688
10.03.2021,232.0261993408203
17.03.2021,231.8992919921875
24.03.2021,226.3063201904297
31.03.2021,241.9335174560547
07.04.2021,252.309326171875
14.04.2021,252.0848388671875
21.04.2021,255.7061309814453
28.04.2021,241.8651580810547
05.05.2021,240.3424530029297
12.05.2021,237.2677764892578
19.05.2021,245.70118713378906
26.05.2021,242.04208374023438
02.06.2021,247.1001434326172
09.06.2021,252.7647247314453
16.06.2021,259.7598876953125
23.06.2021,265.5223388671875
30.06.2021,271.6467590332031
07.07.2021,274.8948974609375
14.07.2021,273.27081298828125
21.07.2021,280.3344421386719
28.07.2021,280.9018859863281
04.08.2021,280.2366027832031
11.08.2021,286.7327880859375
18.08.2021,296.06622314453125
25.08.2021,295.90765380859375
01.09.2021,294.2413024902344
08.09.2021,293.85894775390625
15.09.2021,288.9677429199219
22.09.2021,277.91082763671875
29.09.2021,283.04718017578125
06.10.2021,287.085693359375
13.10.2021,302.13201904296875
20.10.2021,303.97479248046875
27.10.2021,326.5394287109375
03.11.2021,329.3036193847656
10.11.2021,332.79315185546875
17.11.2021,330.9993591308594
24.11.2021,324.64251708984375
01.12.2021,328.8946228027344
08.12.2021,322.4329528808594
15.12.2021,321.40185546875
22.12.2021,335.1107177734375
29.12.2021,323.0909423828125
05.01.2022,309.3133544921875
12.01.2022,297.2051696777344
19.01.2022,283.2999267578125
26.01.2022,303.20526123046875
02.02.2022,299.08074951171875
09.02.2022,295.06439208984375
16.02.2022,282.54376220703125
23.02.2022,290.24261474609375
02.03.2022,271.4474182128906
09.03.2022,282.5671081542969
16.03.2022,299.20721435546875
23.03.2022,310.3760681152344
30.03.2022,305.9183044433594
06.04.2022,277.5583190917969
13.04.2022,280.74658203125
20.04.2022,265.90728759765625
27.04.2022,277.2827453613281
04.05.2022,265.1987609863281
11.05.2022,262.5615234375
18.05.2022,255.47640991210938
25.05.2022,268.1540832519531
01.06.2022,268.77545166015625
08.06.2022,241.14828491210938
15.06.2022,250.27186584472656
22.06.2022,252.97439575195312
29.06.2022,259.25732421875
06.07.2022,250.2028045654297
13.07.2022,255.9827423095703
20.07.2022,248.4569854736328
27.07.2022,271.063720703125
03.08.2022,278.4414978027344
10.08.2022,288.7091979980469
17.08.2022,272.6615905761719
24.08.2022,259.9262390136719
31.08.2022,250.31874084472656
07.09.2022,249.07333374023438
14.09.2022,239.64373779296875
21.09.2022,233.6736602783203
28.09.2022,245.99935913085938
05.10.2022,222.8009796142578
12.10.2022,235.73948669433594
19.10.2022,247.7587127685547
26.10.2022,225.52903747558594
02.11.2022,226.22093200683594
09.11.2022,239.1693115234375
16.11.2022,242.1938934326172
23.11.2022,238.21774291992188
30.11.2022,242.96563720703125
07.12.2022,254.6619415283203
14.12.2022,239.67481994628906
21.12.2022,234.87738037109375
28.12.2022,237.7122344970703
